date,positive,neutral,negative
2020-05-20,0.5396777391433716,0.25276342034339905,0.25276342034339905
2020-06-09,0.33763474225997925,0.23508746922016144,0.23508746922016144
2020-06-15,0.4083626369635264,0.23439061641693115,0.23439061641693115
2020-06-16,0.524163544178009,0.21371950581669807,0.21371950581669807
2020-07-16,0.26616091653704643,0.09815825149416924,0.09815825149416924
2020-07-20,0.44505828619003296,0.2034078687429428,0.2034078687429428
2020-07-29,0.7433017492294312,0.11796111613512039,0.11796111613512039
2020-08-18,0.3966756761074066,0.16087447106838226,0.16087447106838226
2020-08-23,0.4256626069545746,0.2739045321941376,0.2739045321941376
2020-08-24,0.4906270503997803,0.2783413231372833,0.2783413231372833
2020-08-25,0.6725058555603027,0.18483321368694305,0.18483321368694305
2020-09-16,0.5454739332199097,0.20383216440677643,0.20383216440677643
2020-10-14,0.612332820892334,0.19974268972873688,0.19974268972873688
2020-10-26,0.5055455416440964,0.21168486028909683,0.21168486028909683
2020-11-07,0.5591885447502136,0.19989334046840668,0.19989334046840668
2020-11-13,0.350211501121521,0.3027680218219757,0.3027680218219757
2020-11-16,0.47477051615715027,0.2267945110797882,0.2267945110797882
2020-11-23,0.9347312450408936,0.049155138432979584,0.049155138432979584
2020-11-24,0.40253037214279175,0.2259981334209442,0.2259981334209442
2020-12-16,0.5191734433174133,0.1870536431670189,0.1870536431670189
2021-01-15,0.11590290814638138,0.16867084801197052,0.16867084801197052
2021-01-26,0.26925423741340637,0.30464234948158264,0.30464234948158264
2021-01-29,0.6979176998138428,0.12444445490837097,0.12444445490837097
2021-02-05,0.2321736216545105,0.1809210628271103,0.1809210628271103
2021-02-09,0.39018315076828003,0.14981164038181305,0.14981164038181305
2021-02-11,0.5182248950004578,0.20372754335403442,0.20372754335403442
2021-02-12,0.4954754710197449,0.14468486607074738,0.14468486607074738
2021-02-15,0.6510535776615143,0.16281021293252707,0.16281021293252707
2021-02-19,0.6844230890274048,0.14515843987464905,0.14515843987464905
2021-02-24,0.4796096682548523,0.13566403090953827,0.13566403090953827
2021-02-25,0.3945259526371956,0.13386527448892593,0.13386527448892593
2021-02-26,0.3223472498357296,0.1511870138347149,0.1511870138347149
2021-03-01,0.5622679889202118,0.18740879744291306,0.18740879744291306
2021-03-03,0.42848318815231323,0.15876054763793945,0.15876054763793945
2021-03-10,0.4772215336561203,0.16322971135377884,0.16322971135377884
2021-03-11,0.5633925199508667,0.23392938077449799,0.23392938077449799
2021-03-12,0.3033040761947632,0.21638937294483185,0.21638937294483185
2021-03-16,0.3432987332344055,0.13544020801782608,0.13544020801782608
2021-03-17,0.23738668859004974,0.2134074717760086,0.2134074717760086
2021-03-22,0.8384247422218323,0.041545428335666656,0.041545428335666656
2021-03-23,0.423312246799469,0.1440092995762825,0.1440092995762825
2021-03-24,0.2878563106060028,0.12648195028305054,0.12648195028305054
2021-03-25,0.5344224149982134,0.12044086431463559,0.12044086431463559
2021-03-26,0.4941070079803467,0.2374560385942459,0.2374560385942459
2021-03-29,0.23089142888784409,0.20612577348947525,0.20612577348947525
2021-04-01,0.8336974382400513,0.0887024998664856,0.0887024998664856
2021-04-06,0.044319480657577515,0.14701448380947113,0.14701448380947113
2021-04-08,0.35603392124176025,0.16026850044727325,0.16026850044727325
2021-04-12,0.1937653124332428,0.1694951057434082,0.1694951057434082
2021-04-14,0.6107594966888428,0.17950941622257233,0.17950941622257233
2021-04-19,0.26779985427856445,0.5666746497154236,0.5666746497154236
2021-04-21,0.5566772619883219,0.17627215882142386,0.17627215882142386
2021-04-22,0.5133649210135142,0.22600531578063965,0.22600531578063965
2021-04-26,0.3912971317768097,0.14726375043392181,0.14726375043392181
2021-04-28,0.4601227939128876,0.10017530620098114,0.10017530620098114
2021-05-03,0.533307413260142,0.1428809811671575,0.1428809811671575
2021-05-27,0.2351139336824417,0.1591120958328247,0.1591120958328247
2021-06-09,0.5577636957168579,0.19681672751903534,0.19681672751903534
2021-06-12,0.9230598211288452,0.05116363987326622,0.05116363987326622
2021-07-05,0.4807620644569397,0.2153279185295105,0.2153279185295105
2021-07-08,0.2575233280658722,0.23682062327861786,0.23682062327861786
2021-07-13,0.44430533051490784,0.16124887764453888,0.16124887764453888
2021-07-21,0.3709942400455475,0.23229865729808807,0.23229865729808807
2021-07-26,0.3889085650444031,0.13342702388763428,0.13342702388763428
2021-07-29,0.4720728397369385,0.17686618864536285,0.17686618864536285
2021-07-30,0.358490914106369,0.16208724677562714,0.16208724677562714
2021-08-16,0.5202796459197998,0.19946397840976715,0.19946397840976715
2021-08-18,0.5831420421600342,0.17691543698310852,0.17691543698310852
2021-09-01,0.7665055394172668,0.11631659418344498,0.11631659418344498
2021-09-09,0.5158909112215042,0.2362465187907219,0.2362465187907219
2021-09-15,0.6488071978092194,0.18666280806064606,0.18666280806064606
2021-09-16,0.43643471598625183,0.16044935584068298,0.16044935584068298
2021-10-25,0.47284138202667236,0.16866010427474976,0.16866010427474976
2021-10-28,0.557953417301178,0.15028521418571472,0.15028521418571472
2021-10-29,0.6312732100486755,0.17665047943592072,0.17665047943592072
2021-11-01,0.7368707060813904,0.11346344649791718,0.11346344649791718
2021-12-08,0.29250845313072205,0.20162814855575562,0.20162814855575562
2021-12-29,0.5184638500213623,0.26126936078071594,0.26126936078071594
2022-01-17,0.5405433773994446,0.21514564752578735,0.21514564752578735
2022-02-08,0.622170627117157,0.20256757736206055,0.20256757736206055
2022-02-15,0.5129943490028381,0.13747893273830414,0.13747893273830414
2022-02-25,0.6282472014427185,0.18457715213298798,0.18457715213298798
2022-03-01,0.7421866655349731,0.15042582154273987,0.15042582154273987
2022-04-28,0.5611642003059387,0.1700986921787262,0.1700986921787262
2022-05-30,0.35157015919685364,0.23809818923473358,0.23809818923473358
2022-06-20,0.2516613006591797,0.171524316072464,0.171524316072464
2022-07-04,0.40563541650772095,0.2733536660671234,0.2733536660671234
2022-08-04,0.7305388450622559,0.11037694662809372,0.11037694662809372
2022-08-18,0.828795313835144,0.09110391139984131,0.09110391139984131
2022-08-30,0.637092649936676,0.18080450594425201,0.18080450594425201
2022-10-04,0.4749514162540436,0.2774162292480469,0.2774162292480469
2022-10-31,0.19070573151111603,0.11400134116411209,0.11400134116411209
2022-11-02,0.26383355259895325,0.2120424062013626,0.2120424062013626
2022-11-16,0.34166452288627625,0.2063356339931488,0.2063356339931488
2022-11-22,0.8514875173568726,0.07906532287597656,0.07906532287597656
2022-11-29,0.36192193627357483,0.15247387811541557,0.15247387811541557
2022-12-01,0.2661275863647461,0.1621117889881134,0.1621117889881134
2022-12-02,0.46216699481010437,0.1257881075143814,0.1257881075143814
2022-12-13,0.5251688957214355,0.17173448204994202,0.17173448204994202
2022-12-15,0.3459732234477997,0.18705233931541443,0.18705233931541443
2023-02-20,0.5355126857757568,0.23912008106708527,0.23912008106708527
2023-03-09,0.5139274001121521,0.23620794713497162,0.23620794713497162
2023-03-13,0.4216403067111969,0.1935914009809494,0.1935914009809494
2023-03-16,0.49382901191711426,0.17093482613563538,0.17093482613563538
2023-05-03,0.2855824828147888,0.14166954159736633,0.14166954159736633
2023-05-05,0.44997331500053406,0.21430350840091705,0.21430350840091705
2023-05-17,0.4369496703147888,0.1837393045425415,0.1837393045425415
2023-05-22,0.4339124858379364,0.1980651170015335,0.1980651170015335
2023-06-05,0.5360662341117859,0.3394226133823395,0.3394226133823395
2023-06-12,0.6698522567749023,0.15851037204265594,0.15851037204265594
2023-06-14,0.7543632984161377,0.1487002670764923,0.1487002670764923
2023-06-15,0.22107939422130585,0.3333689868450165,0.3333689868450165
2023-07-05,0.5926352739334106,0.2233138531446457,0.2233138531446457
2023-07-28,0.610153079032898,0.1739492118358612,0.1739492118358612
2023-08-30,0.45163583755493164,0.2866654396057129,0.2866654396057129
2023-09-27,0.4007123112678528,0.17988727986812592,0.17988727986812592
2023-10-04,0.5064067244529724,0.24249038100242615,0.24249038100242615
2023-10-16,0.6375842690467834,0.2052324414253235,0.2052324414253235
2023-10-19,0.4339223802089691,0.40009090304374695,0.40009090304374695
2023-11-01,0.5695235133171082,0.25061219930648804,0.25061219930648804
2023-11-02,0.23444515466690063,0.18601469695568085,0.18601469695568085
2023-11-13,0.39879462122917175,0.18778792768716812,0.18778792768716812
2023-11-14,0.7901252508163452,0.09047278016805649,0.09047278016805649
2023-12-18,0.7731146216392517,0.09759704023599625,0.09759704023599625
2024-01-03,0.22761671245098114,0.42143288254737854,0.42143288254737854
2024-01-04,0.44983893632888794,0.17915725708007812,0.17915725708007812
2024-01-05,0.6288591623306274,0.21123041212558746,0.21123041212558746
2024-01-12,0.391177237033844,0.23003000020980835,0.23003000020980835
2024-01-15,0.09862970560789108,0.07724782824516296,0.07724782824516296
2024-01-22,0.270981103181839,0.17804014682769775,0.17804014682769775
2024-01-23,0.06864243745803833,0.07348357141017914,0.07348357141017914
